date,o,h,l,c,v,symbol,tRange,ema50,ema25,ema9,ema4,vol5ave,min6,max20,min20,e50streak_under,e50streak_over,decision_number,type2
2021-11-15,165.46,166.1,164.31,164.63,38567.0,NKE,1.79,158.6095,161.6593,165.2002,164.9414,53012.2,162.79,173.07,153.87,0,23,,
2021-11-16,165.02,169.65,165.02,167.53,44010.0,NKE,4.63,158.9594,162.1109,165.6661,165.9769,53128.2,162.79,173.07,154.49,0,24,,
2021-11-17,167.31,168.42,165.99,167.44,39402.0,NKE,2.43,159.292,162.5208,166.0209,166.5621,44638.2,162.79,173.07,158.12,0,25,,
2021-11-18,168.02,169.12,166.1,167.06,40442.0,NKE,3.02,159.5967,162.87,166.2287,166.7613,42736.8,162.79,173.07,158.29,0,26,,
2021-11-19,167.84,172.77,166.26,170.51,61456.0,NKE,6.51,160.0247,163.4577,167.085,168.2608,44775.4,164.63,173.07,158.29,0,27,,
2021-11-22,170.6,173.3,169.87,169.88,59064.0,NKE,3.43,160.4112,163.9517,167.644,168.9085,48874.8,164.63,173.07,158.29,0,28,,
2021-11-23,168.72,169.09,166.15,167.84,53021.0,NKE,2.94,160.7026,164.2508,167.6832,168.4811,50677.0,167.06,173.07,158.29,0,29,,
2021-11-24,164.28,168.12,163.48,167.73,46376.0,NKE,4.64,160.9782,164.5184,167.6926,168.1806,52071.8,167.06,173.07,160.35,0,30,,
2021-11-26,163.86,165.44,163.35,163.82,47511.0,NKE,2.09,161.0896,164.4647,166.918,166.4364,53485.6,163.82,173.07,162.17,0,31,,
2021-11-29,165.58,166.87,165.0,165.62,54487.0,NKE,1.87,161.2673,164.5536,166.6584,166.1098,52091.8,163.82,173.07,162.17,0,32,,
2021-11-30,164.57,167.26,163.34,165.01,110337.0,NKE,3.92,161.4141,164.5887,166.3287,165.6699,62346.4,163.82,173.07,162.79,0,33,,
2021-12-01,166.62,169.03,162.51,162.53,66182.0,NKE,6.52,161.4579,164.4303,165.569,164.4139,64978.6,162.53,173.07,162.53,0,34,,
2021-12-02,163.1,166.28,162.82,165.75,43989.0,NKE,3.46,161.6262,164.5318,165.6052,164.9484,64501.2,162.53,173.07,162.53,0,35,,
2021-12-03,166.65,168.07,162.88,166.28,48785.0,NKE,5.19,161.8087,164.6663,165.7402,165.481,64756.0,162.53,173.07,162.53,0,36,,
2021-12-06,166.86,167.23,164.15,164.98,56369.0,NKE,3.08,161.9331,164.6904,165.5881,165.2806,65132.4,162.53,170.51,162.53,0,37,,
2021-12-07,167.13,169.32,166.44,167.31,58987.0,NKE,2.88,162.144,164.8919,165.9325,166.0924,54862.4,162.53,170.51,162.53,0,38,,
2021-12-08,167.24,167.79,165.89,166.29,56144.0,NKE,1.9,162.3066,164.9995,166.004,166.1714,52854.8,162.53,170.51,162.53,0,39,,
2021-12-09,165.35,167.19,164.08,164.19,51716.0,NKE,3.11,162.3804,164.9372,165.6412,165.3789,54400.2,164.19,170.51,162.53,0,40,,
2021-12-10,164.58,166.28,163.44,165.13,47911.0,NKE,2.84,162.4883,164.952,165.539,165.2793,54225.4,164.19,170.51,162.53,0,41,,
2021-12-13,164.88,165.45,161.42,162.96,59723.0,NKE,4.03,162.5068,164.7988,165.0232,164.3516,54896.2,162.96,170.51,162.53,0,42,,
2021-12-14,162.42,163.19,160.39,161.55,48722.0,NKE,2.8,162.4693,164.5489,164.3285,163.231,52843.2,161.55,170.51,161.55,0,43,,enterS1
2021-12-15,161.16,161.82,158.06,160.09,71446.0,NKE,3.76,162.3759,164.2059,163.4808,161.9746,55903.6,160.09,170.51,160.09,1,0,,
2021-12-16,158.92,162.08,158.75,158.94,71381.0,NKE,3.33,162.2412,163.8008,162.5727,160.7607,59836.6,158.94,170.51,158.94,2,0,,
2021-12-17,157.87,159.07,156.82,157.61,77051.0,NKE,2.25,162.0596,163.3246,161.5801,159.5004,65664.6,157.61,170.51,157.61,3,0,,
2021-12-20,155.63,155.89,151.85,153.33,84119.0,NKE,4.04,161.7172,162.5558,159.9301,157.0323,70543.8,153.33,169.88,153.33,4,0,,
2021-12-21,162.81,167.21,160.88,162.75,138629.0,NKE,6.33,161.7577,162.5707,160.4941,159.3194,88525.2,153.33,167.84,153.33,5,0,,enterL2
2021-12-22,163.35,165.07,160.27,161.59,58113.0,NKE,4.8,161.7511,162.4953,160.7133,160.2276,85858.6,153.33,167.73,153.33,0,1,,
2021-12-23,162.38,163.27,161.59,161.82,38769.0,NKE,1.68,161.7538,162.4434,160.9346,160.8646,79336.2,153.33,167.31,153.33,1,0,,
2021-12-27,162.65,163.79,161.63,163.68,37693.0,NKE,2.16,161.8294,162.5385,161.4837,161.9907,71464.6,153.33,167.31,153.33,0,1,,
2021-12-28,163.9,164.34,162.43,162.55,26586.0,NKE,1.91,161.8576,162.5394,161.697,162.2144,59958.0,153.33,167.31,153.33,0,2,,
2021-12-29,163.18,165.85,162.73,164.85,38309.0,NKE,3.12,161.975,162.7171,162.3276,163.2687,39894.0,161.59,167.31,153.33,0,3,,
2021-12-30,164.4,166.16,163.31,163.59,26668.0,NKE,2.85,162.0383,162.7843,162.58,163.3972,33605.0,161.59,167.31,153.33,0,4,,
2021-12-31,163.66,163.82,162.34,162.79,27520.0,NKE,1.48,162.0678,162.7847,162.622,163.1543,31355.2,161.82,167.31,153.33,0,5,,
2022-01-03,163.63,164.0,159.51,160.84,56705.0,NKE,4.49,162.0197,162.6351,162.2656,162.2286,35157.6,160.84,167.31,153.33,0,6,,enterS3
2022-01-04,162.02,163.29,161.16,162.52,60642.0,NKE,2.13,162.0393,162.6263,162.3165,162.3452,41968.8,160.84,167.31,153.33,1,0,,
2022-01-05,162.62,163.13,158.33,158.48,50210.0,NKE,4.8,161.8997,162.3073,161.5492,160.7991,44349.0,158.48,166.29,153.33,0,1,,
2022-01-06,158.32,159.39,155.36,157.29,41446.0,NKE,4.03,161.7189,161.9214,160.6974,159.3955,47304.6,157.29,165.13,153.33,1,0,,
2022-01-07,157.03,157.39,153.21,153.32,51080.0,NKE,4.18,161.3895,161.2597,159.2219,156.9653,52016.6,153.32,165.13,153.32,2,0,,
2022-01-10,147.02,147.81,145.32,146.94,104390.0,NKE,2.49,160.8229,160.1582,156.7655,152.9552,61553.6,146.94,164.85,146.94,3,0,,
2022-01-11,146.98,147.33,144.17,146.8,81754.0,NKE,3.16,160.2729,159.1306,154.7724,150.4931,65776.0,146.8,164.85,146.8,4,0,,
2022-01-12,148.59,149.89,147.23,148.67,63512.0,NKE,2.66,159.8179,158.326,153.5519,149.7639,68436.4,146.8,164.85,146.8,5,0,,
2022-01-13,149.64,150.03,145.55,146.11,49909.0,NKE,4.48,159.2803,157.3863,152.0635,148.3023,70129.0,146.11,164.85,146.11,6,0,,
2022-01-14,144.94,145.38,143.43,144.73,60305.0,NKE,1.95,158.7097,156.4127,150.5968,146.8734,71974.0,144.73,164.85,144.73,7,0,,
2022-01-18,144.62,145.37,142.9,143.53,69310.0,NKE,2.47,158.1144,155.4218,149.1835,145.536,64958.0,143.53,164.85,143.53,8,0,,
2022-01-19,144.32,145.63,141.65,141.73,48238.0,NKE,3.98,157.4719,154.3685,147.6928,144.0136,58254.8,141.73,164.85,141.73,9,0,,
2022-01-20,142.08,143.95,139.19,139.41,53665.0,NKE,4.76,156.7635,153.2179,146.0362,142.1722,56285.4,139.41,164.85,139.41,10,0,,
2022-01-21,140.96,142.96,139.53,139.63,75534.0,NKE,3.43,156.0916,152.1727,144.755,141.1553,61410.4,139.41,164.85,139.41,11,0,,
2022-01-24,137.53,142.91,136.31,142.6,97332.0,NKE,6.6,155.5625,151.4363,144.324,141.7332,68815.8,139.41,164.85,139.41,12,0,,enterL4
2022-01-25,141.6,144.52,139.2,142.1,81954.0,NKE,5.32,155.0346,150.7181,143.8792,141.8799,71344.6,139.41,164.85,139.41,13,0,,
2022-01-26,144.34,145.51,139.41,140.64,74446.0,NKE,6.1,154.4701,149.9429,143.2313,141.3839,76586.2,139.41,164.85,139.41,14,0,,
