20220915	9.010	26.010	8.900	10.000	3661
20220916	15.730	16.800	7.900	8.300	61429
20220919	8.400	9.150	5.640	5.900	11397
20220920	5.700	14.000	5.660	11.000	286439
20220921	9.600	10.399	7.500	9.450	35185
20220922	9.780	12.500	9.014	11.540	90960
20220923	11.050	15.390	10.420	12.940	131471
20220926	12.310	13.700	11.120	12.750	27241
20220927	12.870	13.550	11.690	11.910	11181
20220928	11.200	11.750	9.912	10.840	7573
20220929	10.610	10.840	9.430	9.620	2229
20220930	9.610	10.290	9.150	9.224	2507
20221003	9.000	9.510	8.650	8.830	1947
20221004	8.800	9.810	8.800	9.390	2482
20221005	9.100	9.600	8.750	8.910	2376
20221006	9.060	9.250	8.009	8.060	4203
20221007	8.210	8.450	6.760	6.990	3523
20221010	7.130	7.900	6.810	7.490	3189
20221011	7.690	9.100	7.200	7.200	6780
20221012	7.390	7.400	6.620	7.120	1340
20221013	7.150	7.370	6.700	6.950	1393
20221014	7.010	7.470	6.610	6.650	1618
20221017	6.590	6.689	6.000	6.080	2732
20221018	6.000	6.320	6.000	6.210	981
20221019	6.360	11.520	6.279	11.010	162825
20221020	10.910	11.140	8.770	9.450	79157
20221021	9.500	12.490	8.700	11.110	94053
20221024	10.890	12.550	10.670	11.650	50121
20221025	11.380	12.240	10.560	11.200	18274
20221026	11.380	12.150	11.100	12.150	14569
20221027	11.710	12.218	10.770	10.970	15759
20221028	11.240	11.840	10.950	11.390	4219
20221031	11.380	11.650	11.060	11.510	2723
20221101	11.780	12.250	10.990	11.740	9644
20221102	11.870	11.900	10.510	10.680	4895
20221103	10.700	11.040	10.220	10.480	2239
20221104	10.800	10.800	9.760	9.800	2250
20221107	9.960	10.300	9.530	10.070	1270
20221108	9.770	10.940	9.770	10.860	2093
20221109	10.750	10.750	9.890	10.010	1287
20221110	10.180	10.600	10.060	10.500	1123
20221111	10.100	11.100	10.100	10.940	2331
20221114	10.720	11.110	10.600	10.880	1548
20221115	10.800	10.990	9.810	10.010	1999
20221116	9.950	10.650	9.750	10.540	1177
20221117	10.220	10.420	9.950	10.260	1031
20221118	10.560	10.770	10.030	10.260	1115
20221121	10.110	10.580	10.110	10.330	834
20221122	10.400	10.980	10.300	10.480	2588
20221123	10.480	10.960	10.480	10.700	610
20221125	10.590	10.860	10.590	10.800	246
20221128	10.590	10.980	10.280	10.400	1096
20221129	10.250	10.840	9.960	10.200	1312
20221130	10.010	10.500	10.010	10.260	891
20221201	10.440	10.490	9.814	10.230	1449
20221202	10.540	10.540	9.970	10.310	460
20221205	9.600	9.700	7.230	7.510	8904
20221206	7.500	7.790	6.800	7.200	3787
20221207	7.020	7.600	6.880	7.600	2264
20221208	7.670	7.690	6.915	7.010	1979
20221209	7.200	7.500	6.910	7.390	885
20221212	7.420	7.420	6.950	7.070	765
20221213	7.490	7.490	6.740	6.930	1410
20221214	7.140	7.390	7.000	7.200	895
20221215	7.110	7.440	7.070	7.220	822
20221216	7.180	8.360	7.180	8.360	9890
20221219	8.040	9.025	7.530	8.710	3151
20221220	8.700	8.810	8.450	8.800	977
20221221	8.840	9.550	8.720	8.950	2109
20221222	8.550	8.550	7.000	7.100	3585
20221223	7.340	7.920	7.110	7.870	1689
20221227	8.010	8.030	7.350	7.420	670
