symbol,date,close,entryprice,type,eo,state,decision_number
LC1,2017-12-26,164.4,,exitStopS2,exitS2,,1.9
LC1,2018-01-09,160.825,,Short2,enterS2,Short2,1.5
LC1,2018-01-16,161.575,,exitStopS2,exitS2,,1.9
LC1,2018-03-05,164.35,,Short2,enterS2,Short2,1.5
LC1,2018-03-26,154.35,,exitStopS2,exitS2,,1.9
LC1,2018-03-28,154.675,,Short2,enterS2,Short2,1.5
LC1,2018-04-04,151.7,,exitStopS2,exitS2,,1.9
LC1,2018-04-04,151.7,,Long3,enterL3,Long3,2.2
LC1,2018-04-05,153.925,,Short2,enterS2,Short2,1.5
LC1,2018-04-05,153.925,,exitL3,exitL3,,2.1
LC1,2018-04-18,154.525,,exitStopS2,exitS2,,1.9
LC1,2018-04-20,153.125,,Short2,enterS2,Short2,1.5
LC1,2018-04-23,154.15,,exitStopS2,exitS2,,1.9
LC1,2018-04-25,154.925,,Short2,enterS2,Short2,1.5
LC1,2018-04-27,156.4,,exitStopS2,exitS2,,1.9
LC1,2018-05-08,155.75,,Short2,enterS2,Short2,1.5
LC1,2018-05-10,156.925,,exitStopS2,exitS2,,1.9
LC1,2018-05-17,151.7,,Short2,enterS2,Short2,1.5
LC1,2018-05-21,153.325,,exitStopS2,exitS2,,1.9
LC1,2018-06-28,156.0,,Short2,enterS2,Short2,1.5
LC1,2018-06-29,159.225,,exitStopS2,exitS2,,1.9
LC1,2018-08-14,158.525,,Short2,enterS2,Short2,1.5
LC1,2018-08-15,158.975,,exitStopS2,exitS2,,1.9
LC1,2018-08-23,158.725,,Short2,enterS2,Short2,1.5
LC1,2018-08-27,159.125,,exitStopS2,exitS2,,1.9
LC1,2018-08-29,158.35,,Short2,enterS2,Short2,1.5
LC1,2018-08-30,159.05,,exitStopS2,exitS2,,1.9
LC1,2018-11-06,160.45,,Short2,enterS2,Short2,1.5
LC1,2018-11-08,161.625,,exitStopS2,exitS2,,1.9
LC1,2018-11-12,159.975,,Short2,enterS2,Short2,1.5
LC1,2018-11-13,160.675,,exitStopS2,exitS2,,1.9
LC1,2018-11-15,160.95,,Short2,enterS2,Short2,1.5
LC1,2018-11-16,161.7,,exitStopS2,exitS2,,1.9
LC1,2019-03-28,169.225,,Short2,enterS2,Short2,1.5
LC1,2019-04-04,171.1,,exitStopS2,exitS2,,1.9
LC1,2019-05-09,161.225,,Short2,enterS2,Short2,1.5
LC1,2019-05-10,162.025,,exitStopS2,exitS2,,1.9
LC1,2019-05-15,159.125,,Short2,enterS2,Short2,1.5
LC1,2019-05-16,160.475,,exitStopS2,exitS2,,1.9
LC1,2019-05-17,161.15,,Short2,enterS2,Short2,1.5
LC1,2019-06-10,158.5,,exitStopS2,exitS2,,1.9
LC1,2019-06-17,157.85,,Short2,enterS2,Short2,1.5
LC1,2019-07-05,159.35,,exitStopS2,exitS2,,1.9
LC1,2019-07-19,159.2,,Short2,enterS2,Short2,1.5
LC1,2019-07-22,160.025,,exitStopS2,exitS2,,1.9
LC1,2019-08-01,159.225,,Short2,enterS2,Short2,1.5
LC1,2019-08-13,150.1,,exitStopS2,exitS2,,1.9
LC1,2019-08-20,151.0,,Short2,enterS2,Short2,1.5
LC1,2019-08-22,151.95,,exitStopS2,exitS2,,1.9
LC1,2019-08-29,150.675,,Short2,enterS2,Short2,1.5
LC1,2019-09-11,149.7,,exitStopS2,exitS2,,1.9
LC1,2020-01-24,162.025,,Short2,enterS2,Short2,1.5
LC1,2020-02-03,158.525,,exitStopS2,exitS2,,1.9
LC1,2020-02-03,158.525,,Long3,enterL3,Long3,2.2
LC1,2020-02-06,157.45,,Short2,enterS2,Short2,1.5
LC1,2020-02-06,157.45,,exitL3,exitL3,,2.1
LC1,2020-02-13,156.675,,Long3,enterL3,Long3,2.2
LC1,2020-02-14,158.15,,exitStopS2,exitS2,,1.9
LC1,2020-02-24,152.975,,exitStopL3,exitL3,,2.5
LC1,2020-03-02,148.275,,Short2,enterS2,Short2,1.5
LC1,2020-03-02,148.275,,Long3,enterL3,Long3,2.2
LC1,2020-03-03,147.725,,exitL3,exitL3,,2.1
LC1,2020-03-04,149.25,,exitStopS2,exitS2,,1.9
LC1,2020-03-10,143.075,,Short2,enterS2,Short2,1.5
LC1,2020-03-13,133.05,,exitStopS2,exitS2,,1.9
LC1,2020-03-17,133.05,,Short2,enterS2,Short2,1.5
LC1,2020-03-20,133.4,,exitStopS2,exitS2,,1.9
LC1,2020-03-31,135.375,,Short2,enterS2,Short2,1.5
LC1,2020-03-31,135.375,,Long3,enterL3,Long3,2.2
LC1,2020-04-01,130.875,,exitL3,exitL3,,2.1
LC1,2020-04-03,124.5,,exitStopS2,exitS2,,1.9
LC1,2020-04-06,123.15,,Short2,enterS2,Short2,1.5
LC1,2020-04-07,128.1,,exitStopS2,exitS2,,1.9
LC1,2020-04-15,128.475,,Short2,enterS2,Short2,1.5
LC1,2020-04-16,129.65,,exitStopS2,exitS2,,1.9
LC1,2020-04-23,126.45,,Short2,enterS2,Short2,1.5
LC1,2020-04-27,128.05,,exitStopS2,exitS2,,1.9
LC1,2020-06-15,135.4,,Short2,enterS2,Short2,1.5
LC1,2020-06-17,135.675,,exitStopS2,exitS2,,1.9
LC1,2020-06-22,134.025,,Short2,enterS2,Short2,1.5
LC1,2020-06-23,136.55,,exitStopS2,exitS2,,1.9
LC1,2020-06-30,135.5,,Short2,enterS2,Short2,1.5
LC1,2020-07-02,139.025,,exitStopS2,exitS2,,1.9
LC1,2020-08-31,140.175,,Short2,enterS2,Short2,1.5
LC1,2020-09-14,141.825,,exitStopS2,exitS2,,1.9
LC1,2020-10-23,134.225,,Short2,enterS2,Short2,1.5
LC1,2020-10-28,135.225,,exitStopS2,exitS2,,1.9
LC1,2020-10-28,135.225,,Long3,enterL3,Long3,2.2
LC1,2020-11-06,139.05,,Short2,enterS2,Short2,1.5
LC1,2020-11-06,139.05,,exitL3,exitL3,,2.1
LC1,2020-11-09,142.325,,exitStopS2,exitS2,,1.9
LC1,2020-11-20,138.2,,Short2,enterS2,Short2,1.5
LC1,2020-11-23,140.675,,exitStopS2,exitS2,,1.9
LC1,2020-12-09,138.75,,Short2,enterS2,Short2,1.5
LC1,2020-12-10,139.225,,exitStopS2,exitS2,,1.9
LC1,2021-01-15,140.675,,Short2,enterS2,Short2,1.5
LC1,2021-01-21,142.55,,exitStopS2,exitS2,,1.9
LC1,2021-03-02,141.85,,Short2,enterS2,Short2,1.5
LC1,2021-03-12,142.625,,exitStopS2,exitS2,,1.9
LC1,2021-03-23,142.425,,Short2,enterS2,Short2,1.5
LC1,2021-03-24,142.525,,exitStopS2,exitS2,,1.9
LC1,2021-04-20,141.325,,Short2,enterS2,Short2,1.5
LC1,2021-04-26,138.625,,Long3,enterL3,Long3,2.2
LC1,2021-04-27,138.2,,exitL3,exitL3,,2.1
LC1,2021-05-10,140.65,,exitStopS2,exitS2,,1.9
LC1,2021-05-17,137.55,,Short2,enterS2,Short2,1.5
LC1,2021-05-18,138.725,,exitStopS2,exitS2,,1.9
LC1,2021-05-19,138.85,,Short2,enterS2,Short2,1.5
LC1,2021-05-21,139.875,,exitStopS2,exitS2,,1.9
LC1,2021-05-27,138.475,,Short2,enterS2,Short2,1.5
LC1,2021-06-11,139.025,,exitStopS2,exitS2,,1.9
LC1,2021-07-12,138.65,,Short2,enterS2,Short2,1.5
LC1,2021-07-13,140.725,,exitStopS2,exitS2,,1.9
LC1,2021-07-21,138.475,,Short2,enterS2,Short2,1.5
LC1,2021-07-22,139.775,,exitStopS2,exitS2,,1.9
LC1,2021-09-01,140.8,,Short2,enterS2,Short2,1.5
LC1,2021-09-13,135.75,,exitStopS2,exitS2,,1.9
LC1,2021-09-14,138.075,,Short2,enterS2,Short2,1.5
LC1,2021-10-14,139.0,,exitStopS2,exitS2,,1.9
LC1,2021-11-29,142.875,,Short3,enterS3,Short3,2.3
LC1,2021-12-02,143.125,,exitStopS3,exitS3,,2.7
LC1,2021-12-16,140.6,,Short2,enterS2,Short2,1.5
LC1,2021-12-23,143.125,,exitStopS2,exitS2,,1.9
LC1,2022-01-07,141.275,,Short2,enterS2,Short2,1.5
LC1,2022-01-14,142.0,,exitStopS2,exitS2,,1.9
LC1,2022-02-10,146.85,,Short3,enterS3,Short3,2.3
LC1,2022-02-15,147.0,,exitStopS3,exitS3,,2.7
LC,2017-01-27,158.125,,Short2,enterS2,Short2,1.5
LC,2017-02-21,156.1,,exitStopS2,exitS2,,1.9
LC,2017-05-09,175.55,,Short3,enterS3,Short3,2.3
LC,2017-05-12,176.15,,exitStopS3,exitS3,,2.7
LC,2017-06-16,172.55,,Short2,enterS2,Short2,1.5
LC,2017-07-12,172.25,,exitStopS2,exitS2,,1.9
LC,2017-07-21,171.375,,Short2,enterS2,Short2,1.5
LC,2017-08-02,168.65,,exitStopS2,exitS2,,1.9
LC,2017-08-11,161.375,,Short2,enterS2,Short2,1.5
LC,2017-08-15,163.025,,exitStopS2,exitS2,,1.9
LC,2017-08-15,163.025,,Long3,enterL3,Long3,2.2
LC,2017-08-21,159.825,,Short2,enterS2,Short2,1.5
LC,2017-08-21,159.825,,exitL3,exitL3,,2.1
LC,2017-08-22,161.7,,exitStopS2,exitS2,,1.9
LC,2017-08-24,160.8,,Short2,enterS2,Short2,1.5
LC,2017-08-28,162.35,,exitStopS2,exitS2,,1.9
LC,2017-08-30,160.1,,Short2,enterS2,Short2,1.5
LC,2017-09-08,161.3,,exitStopS2,exitS2,,1.9
LC,2017-09-15,161.95,,Short2,enterS2,Short2,1.5
LC,2017-09-19,162.525,,exitStopS2,exitS2,,1.9
LC,2017-11-02,173.45,,Short3,enterS3,Short3,2.3
LC,2017-11-03,176.425,,exitStopS3,exitS3,,2.7
LC,2017-11-21,167.0,,Short2,enterS2,Short2,1.5
LC,2017-11-22,168.425,,exitStopS2,exitS2,,1.9
LC,2017-12-12,162.1,,Short2,enterS2,Short2,1.5
LC,2017-12-15,163.975,,exitStopS2,exitS2,,1.9
LC,2017-12-21,162.625,,Short2,enterS2,Short2,1.5
LC,2017-12-26,164.425,,exitStopS2,exitS2,,1.9
LC,2018-01-09,160.625,,Short2,enterS2,Short2,1.5
LC,2018-01-16,161.525,,exitStopS2,exitS2,,1.9
LC,2018-02-09,164.775,,Short2,enterS2,Short2,1.5
LC,2018-02-12,166.15,,exitStopS2,exitS2,,1.9
LC,2018-03-05,164.375,,Short2,enterS2,Short2,1.5
LC,2018-03-26,154.5,,exitStopS2,exitS2,,1.9
LC,2018-03-28,154.775,,Short2,enterS2,Short2,1.5
LC,2018-04-04,151.525,,Long3,enterL3,Long3,2.2
LC,2018-04-05,154.25,,exitStopS2,exitS2,,1.9
LC,2018-04-12,152.9,,Short2,enterS2,Short2,1.5
LC,2018-04-12,152.9,,exitL3,exitL3,,2.1
LC,2018-04-17,154.1,,exitStopS2,exitS2,,1.9
LC,2018-04-20,152.925,,Short2,enterS2,Short2,1.5
LC,2018-04-23,154.075,,exitStopS2,exitS2,,1.9
LC,2018-04-25,154.775,,Short2,enterS2,Short2,1.5
LC,2018-04-27,156.2,,exitStopS2,exitS2,,1.9
LC,2018-05-08,155.5,,Short2,enterS2,Short2,1.5
LC,2018-05-10,156.725,,exitStopS2,exitS2,,1.9
LC,2018-05-17,151.525,,Short2,enterS2,Short2,1.5
LC,2018-05-21,153.05,,exitStopS2,exitS2,,1.9
LC,2018-06-27,155.15,,Short2,enterS2,Short2,1.5
LC,2018-06-28,156.15,,exitStopS2,exitS2,,1.9
LC,2018-08-14,158.325,,Short2,enterS2,Short2,1.5
LC,2018-08-15,158.6,,exitStopS2,exitS2,,1.9
LC,2018-08-29,158.3,,Short2,enterS2,Short2,1.5
LC,2018-08-30,158.675,,exitStopS2,exitS2,,1.9
LC,2018-11-06,160.425,,Short2,enterS2,Short2,1.5
LC,2018-11-07,161.1,,exitStopS2,exitS2,,1.9
LC,2018-11-08,161.55,,Short2,enterS2,Short2,1.5
LC,2018-11-21,162.675,,exitStopS2,exitS2,,1.9
LC,2019-03-28,169.225,,Short2,enterS2,Short2,1.5
LC,2019-04-04,171.175,,exitStopS2,exitS2,,1.9
LC,2019-05-09,161.55,,Short2,enterS2,Short2,1.5
LC,2019-05-10,162.05,,exitStopS2,exitS2,,1.9
LC,2019-05-15,159.4,,Short2,enterS2,Short2,1.5
LC,2019-05-16,160.375,,exitStopS2,exitS2,,1.9
LC,2019-05-17,161.35,,Short2,enterS2,Short2,1.5
LC,2019-06-10,158.725,,exitStopS2,exitS2,,1.9
LC,2019-06-17,158.05,,Short2,enterS2,Short2,1.5
LC,2019-07-05,159.425,,exitStopS2,exitS2,,1.9
LC,2019-07-19,159.475,,Short2,enterS2,Short2,1.5
LC,2019-07-22,160.125,,exitStopS2,exitS2,,1.9
LC,2019-08-01,159.7,,Short2,enterS2,Short2,1.5
LC,2019-08-13,150.225,,exitStopS2,exitS2,,1.9
LC,2019-08-20,150.975,,Short2,enterS2,Short2,1.5
LC,2019-08-22,152.075,,exitStopS2,exitS2,,1.9
LC,2019-08-29,150.775,,Short2,enterS2,Short2,1.5
LC,2019-09-11,149.475,,exitStopS2,exitS2,,1.9
LC,2020-01-24,162.0,,Short2,enterS2,Short2,1.5
LC,2020-02-03,158.425,,exitStopS2,exitS2,,1.9
LC,2020-02-03,158.425,,Long3,enterL3,Long3,2.2
LC,2020-02-06,157.45,,Short2,enterS2,Short2,1.5
LC,2020-02-06,157.45,,exitL3,exitL3,,2.1
LC,2020-02-14,158.025,,exitStopS2,exitS2,,1.9
LC,2020-03-02,147.85,,Short2,enterS2,Short2,1.5
LC,2020-03-04,148.975,,exitStopS2,exitS2,,1.9
LC,2020-03-10,143.15,,Short2,enterS2,Short2,1.5
LC,2020-03-13,133.275,,exitStopS2,exitS2,,1.9
LC,2020-03-17,133.275,,Short2,enterS2,Short2,1.5
LC,2020-03-23,136.05,,exitStopS2,exitS2,,1.9
LC,2020-03-30,132.6,,Short2,enterS2,Short2,1.5
LC,2020-03-31,135.6,,exitStopS2,exitS2,,1.9
LC,2020-03-31,135.6,,Long3,enterL3,Long3,2.2
LC,2020-04-02,126.6,,exitStopL3,exitL3,,2.5
LC,2020-04-06,123.825,,Short2,enterS2,Short2,1.5
LC,2020-04-07,128.325,,exitStopS2,exitS2,,1.9
LC,2020-04-15,128.35,,Short2,enterS2,Short2,1.5
LC,2020-04-16,130.0,,exitStopS2,exitS2,,1.9
LC,2020-04-24,126.15,,Short2,enterS2,Short2,1.5
LC,2020-04-27,127.575,,exitStopS2,exitS2,,1.9
LC,2020-05-13,137.4,,Short3,enterS3,Short3,2.3
LC,2020-06-03,136.325,,Short2,enterS2,Short2,1.5
LC,2020-06-04,136.9,,exitStopS2,exitS2,,1.9
LC,2020-06-11,135.425,,Short2,enterS2,Short2,1.5
LC,2020-06-16,135.75,,exitStopS2,exitS2,,1.9
LC,2020-06-22,134.1,,Short2,enterS2,Short2,1.5
LC,2020-06-23,136.175,,exitStopS2,exitS2,,1.9
LC,2020-07-16,141.275,,exitStopS3,exitS3,,2.7
LC,2020-08-31,139.975,,Short2,enterS2,Short2,1.5
LC,2020-09-14,142.0,,exitStopS2,exitS2,,1.9
LC,2020-10-20,135.75,,Short2,enterS2,Short2,1.5
LC,2020-10-29,138.275,,exitStopS2,exitS2,,1.9
LC,2020-11-13,139.65,,Short3,enterS3,Short3,2.3
LC,2020-11-17,141.0,,exitStopS3,exitS3,,2.7
LC,2020-11-20,138.075,,Short2,enterS2,Short2,1.5
LC,2020-11-23,140.325,,exitStopS2,exitS2,,1.9
LC,2020-12-09,138.4,,Short2,enterS2,Short2,1.5
LC,2020-12-10,139.275,,exitStopS2,exitS2,,1.9
LC,2021-01-15,140.4,,Short2,enterS2,Short2,1.5
LC,2021-01-21,142.15,,exitStopS2,exitS2,,1.9
LC,2021-03-02,141.625,,Short2,enterS2,Short2,1.5
LC,2021-03-12,142.425,,exitStopS2,exitS2,,1.9
LC,2021-03-23,142.05,,Short2,enterS2,Short2,1.5
LC,2021-03-24,142.3,,exitStopS2,exitS2,,1.9
LC,2021-04-20,141.2,,Short2,enterS2,Short2,1.5
LC,2021-04-26,138.275,,Long3,enterL3,Long3,2.2
LC,2021-04-27,137.85,,exitL3,exitL3,,2.1
LC,2021-05-06,137.475,,exitStopS2,exitS2,,1.9
LC,2021-05-06,137.475,,Long3,enterL3,Long3,2.2
LC,2021-05-07,138.025,,Short2,enterS2,Short2,1.5
LC,2021-05-07,138.025,,exitL3,exitL3,,2.1
LC,2021-05-10,140.225,,exitStopS2,exitS2,,1.9
LC,2021-05-18,138.3,,Short2,enterS2,Short2,1.5
LC,2021-05-21,139.5,,exitStopS2,exitS2,,1.9
LC,2021-05-27,138.0,,Short2,enterS2,Short2,1.5
LC,2021-06-11,138.6,,exitStopS2,exitS2,,1.9
LC,2021-06-17,139.675,,Short3,enterS3,Short3,2.3
LC,2021-06-18,140.125,,exitStopS3,exitS3,,2.7
LC,2021-07-12,138.4,,Short2,enterS2,Short2,1.5
LC,2021-07-13,140.325,,exitStopS2,exitS2,,1.9
LC,2021-07-21,138.4,,Short2,enterS2,Short2,1.5
LC,2021-07-22,139.825,,exitStopS2,exitS2,,1.9
LC,2021-09-01,140.725,,Short2,enterS2,Short2,1.5
LC,2021-09-13,135.5,,exitStopS2,exitS2,,1.9
LC,2021-09-14,138.0,,Short2,enterS2,Short2,1.5
LC,2021-10-15,139.325,,exitStopS2,exitS2,,1.9
LC,2021-11-29,142.825,,Short3,enterS3,Short3,2.3
LC,2021-12-02,143.1,,exitStopS3,exitS3,,2.7
LC,2021-12-16,140.575,,Short2,enterS2,Short2,1.5
LC,2021-12-22,140.9,,exitStopS2,exitS2,,1.9
LC,2022-01-13,140.975,,Short2,enterS2,Short2,1.5
LC,2022-01-14,142.125,,exitStopS2,exitS2,,1.9
LC,2022-02-10,146.875,,Short3,enterS3,Short3,2.3
LC,2022-02-15,146.9,,exitStopS3,exitS3,,2.7
LH1,2017-01-27,117.15,,Short2,enterS2,Short2,1.5
LH1,2017-01-31,118.075,,exitStopS2,exitS2,,1.9
LH1,2017-02-24,116.925,,Short2,enterS2,Short2,1.5
LH1,2017-02-27,117.075,,exitStopS2,exitS2,,1.9
LH1,2017-03-01,117.225,,Short2,enterS2,Short2,1.5
LH1,2017-03-13,119.05,,exitStopS2,exitS2,,1.9
LH1,2017-03-29,113.0,,Short2,enterS2,Short2,1.5
LH1,2017-03-30,114.3,,exitStopS2,exitS2,,1.9
LH1,2017-04-06,114.025,,Short2,enterS2,Short2,1.5
LH1,2017-04-06,114.025,,Long3,enterL3,Long3,2.2
LH1,2017-04-07,113.3,,exitL3,exitL3,,2.1
LH1,2017-04-11,114.175,,exitStopS2,exitS2,,1.9
LH1,2017-04-13,112.95,,Short2,enterS2,Short2,1.5
LH1,2017-04-25,111.95,,exitStopS2,exitS2,,1.9
LH1,2017-08-02,119.675,,Short2,enterS2,Short2,1.5
LH1,2017-08-04,120.125,,exitStopS2,exitS2,,1.9
LH1,2017-08-24,117.2,,Short2,enterS2,Short2,1.5
LH1,2017-09-05,117.325,,exitStopS2,exitS2,,1.9
LH1,2017-09-13,112.625,,Short2,enterS2,Short2,1.5
LH1,2017-09-15,114.375,,exitStopS2,exitS2,,1.9
LH1,2017-09-15,114.375,,Long3,enterL3,Long3,2.2
LH1,2017-09-18,113.85,,Short2,enterS2,Short2,1.5
LH1,2017-09-18,113.85,,exitL3,exitL3,,2.1
LH1,2017-09-19,115.425,,exitStopS2,exitS2,,1.9
LH1,2017-09-25,113.275,,Short2,enterS2,Short2,1.5
LH1,2017-09-26,113.875,,exitStopS2,exitS2,,1.9
LH1,2017-09-27,115.5,,Short2,enterS2,Short2,1.5
LH1,2017-10-02,117.85,,exitStopS2,exitS2,,1.9
LH1,2017-10-17,118.075,,Short3,enterS3,Short3,2.3
LH1,2017-10-18,119.625,,exitStopS3,exitS3,,2.7
LH1,2017-10-23,119.35,,Short3,enterS3,Short3,2.3
LH1,2017-10-24,119.975,,exitStopS3,exitS3,,2.7
LH1,2017-11-01,122.375,,Short3,enterS3,Short3,2.3
LH1,2017-11-15,115.425,,Short2,enterS2,Short2,1.5
LH1,2017-11-15,115.425,,exitS3,exitS3,,2.6
LH1,2017-11-20,116.325,,exitStopS2,exitS2,,1.9
LH1,2017-11-22,116.9,,Short2,enterS2,Short2,1.5
LH1,2017-11-22,116.9,,Long3,enterL3,Long3,2.2
LH1,2017-11-24,117.575,,exitStopS2,exitS2,,1.9
LH1,2017-12-08,116.7,,Short2,enterS2,Short2,1.5
LH1,2017-12-08,116.7,,exitL3,exitL3,,2.1
LH1,2017-12-22,117.925,,exitStopS2,exitS2,,1.9
LH1,2018-01-03,118.975,,Long2,enterL2,Long2,1.4
LH1,2018-01-11,118.075,,exitStopL2,exitL2,,1.7
LH1,2018-01-26,118.175,,Short2,enterS2,Short2,1.5
LH1,2018-02-22,115.75,,exitStopS2,exitS2,,1.9
LH1,2018-03-02,111.825,,Short2,enterS2,Short2,1.5
LH1,2018-03-05,113.025,,exitStopS2,exitS2,,1.9
LH1,2018-03-13,112.3,,Short2,enterS2,Short2,1.5
LH1,2018-03-14,113.175,,exitStopS2,exitS2,,1.9
LH1,2018-03-21,112.025,,Short2,enterS2,Short2,1.5
LH1,2018-04-04,107.95,,Long3,enterL3,Long3,2.2
LH1,2018-04-05,108.5,,exitL3,exitL3,,2.1
LH1,2018-04-09,110.425,,exitStopS2,exitS2,,1.9
LH1,2018-04-09,110.425,,Long3,enterL3,Long3,2.2
LH1,2018-04-25,109.95,,Short2,enterS2,Short2,1.5
LH1,2018-04-25,109.95,,exitL3,exitL3,,2.1
LH1,2018-05-08,111.05,,exitStopS2,exitS2,,1.9
LH1,2018-05-16,110.1,,Short2,enterS2,Short2,1.5
LH1,2018-05-30,111.825,,exitStopS2,exitS2,,1.9
LH1,2018-06-05,108.475,,Short2,enterS2,Short2,1.5
LH1,2018-06-06,111.675,,exitStopS2,exitS2,,1.9
LH1,2018-06-26,110.4,,Short2,enterS2,Short2,1.5
LH1,2018-06-29,112.15,,exitStopS2,exitS2,,1.9
LH1,2018-07-12,106.65,,Short2,enterS2,Short2,1.5
LH1,2018-07-13,107.875,,exitStopS2,exitS2,,1.9
LH1,2018-07-19,104.725,,Short2,enterS2,Short2,1.5
LH1,2018-07-25,106.5,,exitStopS2,exitS2,,1.9
LH1,2018-07-30,103.85,,Short2,enterS2,Short2,1.5
LH1,2018-08-09,104.05,,Long3,enterL3,Long3,2.2
LH1,2018-08-10,103.85,,exitL3,exitL3,,2.1
LH1,2018-08-15,105.375,,exitStopS2,exitS2,,1.9
LH1,2018-08-24,104.075,,Short2,enterS2,Short2,1.5
LH1,2018-08-27,107.425,,exitStopS2,exitS2,,1.9
LH1,2018-08-31,103.075,,Short2,enterS2,Short2,1.5
LH1,2018-09-05,104.9,,exitStopS2,exitS2,,1.9
LH1,2018-10-12,107.925,,Short2,enterS2,Short2,1.5
LH1,2018-10-15,109.75,,exitStopS2,exitS2,,1.9
LH1,2018-10-22,106.25,,Short2,enterS2,Short2,1.5
LH1,2018-10-23,107.675,,exitStopS2,exitS2,,1.9
LH1,2018-11-07,108.425,,Short2,enterS2,Short2,1.5
LH1,2018-11-09,108.9,,exitStopS2,exitS2,,1.9
LH1,2018-11-20,114.975,,Short3,enterS3,Short3,2.3
LH1,2018-11-23,116.1,,exitStopS3,exitS3,,2.7
LH1,2018-12-20,110.575,,Short2,enterS2,Short2,1.5
LH1,2019-01-09,111.925,,exitStopS2,exitS2,,1.9
LH1,2019-01-15,110.375,,Short2,enterS2,Short2,1.5
LH1,2019-01-31,103.725,,exitStopS2,exitS2,,1.9
LH1,2019-02-04,106.425,,Short2,enterS2,Short2,1.5
LH1,2019-02-04,106.425,,Long3,enterL3,Long3,2.2
LH1,2019-02-05,104.9,,exitL3,exitL3,,2.1
LH1,2019-02-20,96.15,,exitStopS2,exitS2,,1.9
LH1,2019-02-21,99.275,,Short2,enterS2,Short2,1.5
LH1,2019-02-21,99.275,,Long3,enterL3,Long3,2.2
LH1,2019-02-22,98.875,,exitL3,exitL3,,2.1
LH1,2019-03-01,99.8,,exitStopS2,exitS2,,1.9
LH1,2019-03-13,106.775,,Short3,enterS3,Short3,2.3
LH1,2019-03-14,109.325,,exitStopS3,exitS3,,2.7
LH1,2019-05-14,115.175,,Short2,enterS2,Short2,1.5
LH1,2019-05-15,116.55,,exitStopS2,exitS2,,1.9
LH1,2019-05-29,112.775,,Short2,enterS2,Short2,1.5
LH1,2019-05-29,112.775,,Long3,enterL3,Long3,2.2
LH1,2019-05-30,112.825,,exitL3,exitL3,,2.1
LH1,2019-06-10,110.975,,Long3,enterL3,Long3,2.2
LH1,2019-06-11,108.675,,exitL3,exitL3,,2.1
LH1,2019-06-19,109.575,,exitStopS2,exitS2,,1.9
LH1,2019-06-25,102.3,,Short2,enterS2,Short2,1.5
LH1,2019-06-27,104.125,,exitStopS2,exitS2,,1.9
LH1,2019-07-09,105.575,,Short2,enterS2,Short2,1.5
LH1,2019-07-09,105.575,,Long3,enterL3,Long3,2.2
LH1,2019-07-10,107.975,,exitStopS2,exitS2,,1.9
LH1,2019-07-10,107.975,,exitL3,exitL3,,2.4
LH1,2019-07-29,110.5,,Short3,enterS3,Short3,2.3
LH1,2019-08-01,101.425,,exitS3,exitS3,,2.6
LH1,2019-08-05,101.775,,Short2,enterS2,Short2,1.5
LH1,2019-08-26,97.8,,exitStopS2,exitS2,,1.9
LH1,2019-08-26,97.8,,Long3,enterL3,Long3,2.2
LH1,2019-08-28,97.575,,Short2,enterS2,Short2,1.5
LH1,2019-08-28,97.575,,exitL3,exitL3,,2.1
LH1,2019-08-29,98.9,,exitStopS2,exitS2,,1.9
LH1,2019-09-03,100.525,,Short2,enterS2,Short2,1.5
LH1,2019-09-04,100.925,,exitStopS2,exitS2,,1.9
LH1,2019-09-10,97.05,,Short2,enterS2,Short2,1.5
LH1,2019-09-13,101.675,,exitStopS2,exitS2,,1.9
LH1,2019-09-23,101.425,,Short2,enterS2,Short2,1.5
LH1,2019-09-24,102.175,,exitStopS2,exitS2,,1.9
LH1,2019-10-08,100.275,,Short2,enterS2,Short2,1.5
LH1,2019-10-09,102.5,,exitStopS2,exitS2,,1.9
LH1,2019-10-21,101.025,,Short2,enterS2,Short2,1.5
LH1,2019-10-28,98.8,,exitStopS2,exitS2,,1.9
LH1,2019-10-30,98.5,,Short2,enterS2,Short2,1.5
LH1,2019-11-05,100.075,,exitStopS2,exitS2,,1.9
LH1,2019-11-12,97.875,,Short2,enterS2,Short2,1.5
LH1,2019-11-19,91.675,,exitStopS2,exitS2,,1.9
LH1,2019-11-22,89.5,,Short2,enterS2,Short2,1.5
LH1,2019-12-03,90.375,,exitStopS2,exitS2,,1.9
LH1,2019-12-03,90.375,,Long3,enterL3,Long3,2.2
LH1,2019-12-10,89.75,,Short2,enterS2,Short2,1.5
LH1,2019-12-10,89.75,,exitL3,exitL3,,2.1
LH1,2019-12-12,90.65,,exitStopS2,exitS2,,1.9
LH1,2020-01-07,91.025,,Short2,enterS2,Short2,1.5
LH1,2020-01-08,91.3,,exitStopS2,exitS2,,1.9
LH1,2020-01-14,89.8,,Short2,enterS2,Short2,1.5
LH1,2020-01-14,89.8,,Long3,enterL3,Long3,2.2
LH1,2020-01-15,89.625,,exitL3,exitL3,,2.1
LH1,2020-01-23,90.375,,exitStopS2,exitS2,,1.9
LH1,2020-01-28,86.225,,Short2,enterS2,Short2,1.5
LH1,2020-01-30,80.65,,exitStopS2,exitS2,,1.9
LH1,2020-02-03,77.45,,Short2,enterS2,Short2,1.5
LH1,2020-02-06,79.7,,exitStopS2,exitS2,,1.9
