20170103	107.8672	107.8906	107.7656	107.8359
20170104	107.8281	107.8438	107.7891	107.8359
20170105	107.8359	107.9609	107.8203	107.9531
20170106	107.9609	108.0078	107.8281	107.8516
20170109	107.8516	107.9219	107.8203	107.9219
20170110	107.9219	107.9297	107.8750	107.9141
20170111	107.9141	107.9922	107.8750	107.8984
20170112	107.9063	108.0078	107.9063	107.9375
20170113	107.9375	108.0000	107.8281	107.8984
20170117	107.8906	108.0391	107.8906	108.0000
20170118	108.0000	108.0000	107.8516	107.8516
20170119	107.8516	107.8750	107.7969	107.8594
20170120	107.8516	107.9453	107.8203	107.9141
20170123	107.9141	108.0469	107.9063	108.0313
20170124	108.0391	108.0391	107.9141	107.9219
20170125	107.9297	107.9453	107.8672	107.8984
20170126	107.9063	107.9375	107.8594	107.9219
20170127	107.9141	107.9531	107.8906	107.9297
20170130	107.9453	107.9688	107.9219	107.9375
20170131	107.9375	108.0000	107.9297	107.9609
20170201	107.9531	107.9688	107.8438	107.9375
20170202	107.9453	107.9922	107.9297	107.9609
20170203	107.9609	108.0391	107.8750	107.9766
20170206	107.9766	108.0781	107.9766	108.0703
20170207	108.0781	108.1016	108.0234	108.0391
20170208	108.0391	108.1094	108.0313	108.1016
20170209	108.0938	108.1016	108.0078	108.0234
20170210	108.0234	108.0313	107.9844	108.0000
20170213	107.9922	107.9922	107.9609	107.9688
20170214	107.9688	107.9844	107.8750	107.8984
20170215	107.8984	107.9219	107.8438	107.8672
20170216	107.8672	107.9609	107.8516	107.9531
20170217	107.9453	108.0234	107.9297	108.0156
20170221	108.0156	108.0156	107.9531	108.0000
20170222	108.0000	108.0625	107.9453	108.0234
20170223	108.0313	108.1094	108.0156	108.1016
20170224	108.1016	108.1953	108.0938	108.1875
20170227	108.1953	108.2031	108.0703	108.0938
20170228	108.0938	108.1172	107.9219	107.9609
20170301	107.9531	107.9531	107.8516	107.8984
20170302	107.9063	107.9141	107.7891	107.8359
20170303	107.8438	107.8672	107.7891	107.8516
20170306	107.8516	107.9063	107.8281	107.8516
20170307	107.8438	107.8594	107.7969	107.8047
20170308	107.7969	107.8125	107.7109	107.7578
20170309	107.7422	107.7656	107.7109	107.7188
20170310	107.7188	107.8125	107.7031	107.7656
20170313	107.7656	107.7969	107.7188	107.7188
20170314	107.7266	107.7500	107.7031	107.7266
20170315	107.7266	107.9063	107.6875	107.8984
20170316	107.9063	107.9141	107.8125	107.8203
20170317	107.8125	107.8984	107.8047	107.8750
20170320	107.8750	107.9219	107.8594	107.9141
20170321	107.9219	108.0000	107.8750	107.9844
20170322	107.9844	108.0469	107.9766	108.0234
20170323	108.0156	108.0625	107.9844	108.0078
20170324	108.0000	108.0625	107.9844	108.0313
20170327	108.0313	108.1172	108.0313	108.0547
20170328	108.0547	108.0859	107.9844	108.0000
20170329	107.9922	108.0703	107.9844	108.0547
20170330	108.0547	108.0703	108.0156	108.0313
20170331	108.0313	108.0938	108.0156	108.0859
20170403	108.0938	108.1563	108.0469	108.1484
20170404	108.1406	108.1484	108.0938	108.0938
20170405	108.0938	108.1563	108.0547	108.1406
20170406	108.1406	108.1563	108.0859	108.1094
20170407	108.1172	108.2422	108.0234	108.0313
20170410	108.0313	108.0938	108.0078	108.0703
20170411	108.0625	108.1797	108.0625	108.1563
20170412	108.1563	108.2344	108.1172	108.2266
20170413	108.2266	108.2422	108.1641	108.2109
20170417	108.2422	108.2891	108.2109	108.2188
20170418	108.2266	108.3281	108.2188	108.3125
20170419	108.3203	108.3203	108.2578	108.2813
20170420	108.2891	108.3047	108.2344	108.2734
20170421	108.2813	108.3203	108.2578	108.2813
20170424	108.1875	108.2031	108.0938	108.1875
20170425	108.1875	108.1953	108.1016	108.1172
20170426	108.1172	108.1641	108.0938	108.1563
20170427	108.1484	108.1875	108.1328	108.1719
20170428	108.1719	108.1953	108.1094	108.1641
20170501	108.1563	108.1719	108.1172	108.1406
20170502	108.1406	108.1797	108.1094	108.1719
20170503	108.1719	108.1719	108.0859	108.1016
20170504	108.1016	108.1094	108.0391	108.0703
20170505	108.0625	108.1094	108.0078	108.0625
20170508	108.0547	108.0859	108.0156	108.0391
20170509	108.0313	108.0547	107.9922	108.0313
20170510	108.0234	108.0703	107.9922	107.9922
20170511	107.9922	108.0391	107.9688	108.0313
20170512	108.0391	108.1484	108.0313	108.1328
20170515	108.1406	108.1484	108.1094	108.1250
20170516	108.1250	108.1563	108.0938	108.1250
20170517	108.1250	108.2578	108.1172	108.2344
20170518	108.2422	108.2891	108.1719	108.1953
20170519	108.1953	108.2109	108.1484	108.1953
20170522	108.1797	108.2109	108.1563	108.1875
20170523	108.1875	108.2188	108.1250	108.1328
20170524	108.1328	108.2188	108.1172	108.2109
20170525	108.2031	108.2188	108.1719	108.1719
20170526	108.1719	108.2031	108.1484	108.1641
20170530	108.1641	108.1953	108.1484	108.1875
20170531	108.1875	108.2031	108.1563	108.1875
20170601	108.1875	108.1875	108.1250	108.1641
20170602	108.1563	108.2266	108.1406	108.1719
20170605	108.1797	108.1875	108.1406	108.1406
20170606	108.1484	108.2109	108.1484	108.1719
20170607	108.1797	108.1875	108.1250	108.1484
20170608	108.1406	108.1484	108.0938	108.1328
20170609	108.1328	108.1563	108.0547	108.1016
20170612	108.0938	108.0938	108.0547	108.0625
20170613	108.0547	108.0781	108.0391	108.0547
20170614	108.0547	108.2500	108.0547	108.1406
20170615	108.1484	108.1641	108.0625	108.0703
20170616	108.0703	108.1328	108.0391	108.1172
20170619	108.1250	108.1406	108.0313	108.0391
