20170103	0.93960	0.94065	0.92940	0.93600
20170104	0.93595	0.94065	0.93245	0.93940
20170105	0.93880	0.95410	0.93775	0.95305
20170106	0.95260	0.95520	0.93940	0.94095
20170109	0.93975	0.94845	0.93685	0.94800
20170110	0.94870	0.95410	0.94540	0.94975
20170111	0.94930	0.96120	0.94135	0.95240
20170112	0.95210	0.96485	0.95210	0.95740
20170113	0.95730	0.96165	0.95185	0.95950
20170117	0.95965	0.97380	0.95925	0.97375
20170118	0.97235	0.97335	0.95685	0.95760
20170119	0.95830	0.95955	0.95020	0.95600
20170120	0.95480	0.96095	0.95200	0.95800
20170123	0.95960	0.97280	0.95940	0.97270
20170124	0.97350	0.97410	0.96325	0.96405
20170125	0.96340	0.96990	0.96250	0.96815
20170126	0.96770	0.96985	0.95585	0.95855
20170127	0.95850	0.95940	0.95185	0.95350
20170130	0.95565	0.96655	0.95500	0.96380
20170131	0.96415	0.97730	0.96255	0.97170
20170201	0.97245	0.97265	0.96250	0.96840
20170202	0.96780	0.97735	0.96705	0.97125
20170203	0.97110	0.97530	0.96605	0.97335
20170206	0.97295	0.98075	0.97160	0.97985
20170207	0.97945	0.98110	0.97315	0.97460
20170208	0.97505	0.98070	0.97335	0.97830
20170209	0.97880	0.97890	0.96690	0.96785
20170210	0.96740	0.97080	0.96290	0.96780
20170213	0.96455	0.96625	0.96055	0.96380
20170214	0.96360	0.96765	0.95795	0.95995
20170215	0.95940	0.96295	0.95445	0.96075
20170216	0.95970	0.96900	0.95940	0.96750
20170217	0.96725	0.97255	0.96555	0.97090
20170221	0.96995	0.97110	0.96335	0.96415
20170222	0.96400	0.97020	0.96365	0.96695
20170223	0.96675	0.97290	0.96575	0.97235
20170224	0.97150	0.97775	0.96965	0.97580
20170227	0.97530	0.97790	0.97050	0.97150
20170228	0.97130	0.97965	0.97000	0.97085
20170301	0.97060	0.97105	0.96085	0.96355
20170302	0.96330	0.96360	0.95670	0.95815
20170303	0.95830	0.96280	0.95555	0.96105
20170306	0.96065	0.96470	0.96035	0.96170
20170307	0.96160	0.96335	0.96005	0.96135
20170308	0.96115	0.96430	0.95535	0.95860
20170309	0.95790	0.95845	0.95350	0.95405
20170310	0.95300	0.95695	0.94975	0.95480
20170313	0.95535	0.95750	0.95415	0.95455
20170314	0.95455	0.95730	0.95210	0.95565
20170315	0.95575	0.96785	0.95450	0.96635
20170316	0.96545	0.96975	0.96465	0.96635
20170317	0.96675	0.97235	0.96500	0.97130
20170320	0.97155	0.97320	0.96965	0.97245
20170321	0.97265	0.98030	0.96975	0.97890
20170322	0.97845	0.98675	0.97825	0.98340
20170323	0.98265	0.98730	0.97985	0.98485
20170324	0.98430	0.98750	0.98040	0.98140
20170327	0.98470	0.99165	0.98430	0.98715
20170328	0.98715	0.99100	0.98265	0.98335
20170329	0.98365	0.98660	0.98165	0.98390
20170330	0.98375	0.98445	0.97625	0.97630
20170331	0.97685	0.98185	0.97415	0.98070
20170403	0.98050	0.98505	0.97910	0.98460
20170404	0.98470	0.98970	0.98465	0.98570
20170405	0.98605	0.98745	0.97990	0.98630
20170406	0.98745	0.98940	0.98245	0.98515
20170407	0.98495	0.99085	0.98070	0.98305
20170410	0.98280	0.98525	0.97890	0.98435
20170411	0.98485	0.99515	0.98455	0.99490
20170412	0.99540	1.00055	0.99290	0.99985
20170413	1.00025	1.00240	0.99680	0.99950
20170417	1.00225	1.00745	0.99965	1.00090
20170418	1.00010	1.00580	0.99820	1.00505
20170419	1.00485	1.00520	0.99840	1.00115
20170420	1.00105	1.00215	0.99565	0.99710
20170421	0.99715	1.00080	0.99615	0.99970
20170424	0.98935	0.99420	0.98785	0.99320
20170425	0.99315	0.99475	0.98155	0.98245
20170426	0.98265	0.98405	0.97670	0.98265
20170427	0.98195	0.98265	0.97805	0.98080
20170428	0.98065	0.98230	0.97715	0.97855
20170501	0.97945	0.98105	0.97520	0.97600
20170502	0.97605	0.97640	0.97215	0.97475
20170503	0.97455	0.97495	0.96845	0.96855
20170504	0.96910	0.97210	0.96630	0.97090
20170505	0.97065	0.97390	0.96820	0.96870
20170508	0.96770	0.97135	0.96420	0.96450
20170509	0.96435	0.96545	0.95620	0.95890
20170510	0.95895	0.96160	0.95585	0.95670
20170511	0.95665	0.96285	0.95580	0.95990
20170512	0.96010	0.96490	0.95900	0.96340
20170515	0.96460	0.96485	0.95975	0.96035
20170516	0.96150	0.96690	0.96035	0.96530
20170517	0.96550	0.98400	0.96540	0.98370
20170518	0.98470	0.98855	0.97625	0.97805
20170519	0.97770	0.98190	0.97655	0.98020
20170522	0.98060	0.98270	0.97720	0.97960
